Student_ID,CGPA,Bachelors_Degree,Skills,Languages,Job_Experience,Duration_of_Internship_or_Job,Extra_Curricular,Research_Paper
5798,2.51,Civil Engineering,"Artificial Intelligence, Web Development, Data Structures & Algorithms (DSA), Computer Networks, DevOps",C,Hardware Engineer,11 months,"Student Government, Art Club, Debating Society",Yes
5799,2.83,Electrical Engineering,"PostgreSQL, Machine Learning, DevOps, Artificial Intelligence, Data Structures & Algorithms (DSA)",C++,Network Engineer,5 months,Music Club,No
5800,2.48,Chemical Engineering,"PostgreSQL, Operating Systems","Java, C++, R",Hardware Engineer,19 months,"Student Government, Volunteering",Yes
5801,3.74,Robotics,"Cloud Computing, SQL, Artificial Intelligence, Machine Learning, Data Structures & Algorithms (DSA)",Ruby,Data Analyst,7 months,Art Club,No
5802,3.29,Electrical Engineering,"Operating Systems, Data Structures & Algorithms (DSA)",Ruby,Hardware Engineer,21 months,"Student Government, Coding Club, Volunteering",Yes
5803,2.41,Robotics,"Artificial Intelligence, Operating Systems, Machine Learning, Data Structures & Algorithms (DSA), DevOps","C, C++",Data Analyst,21 months,Volunteering,No
5804,2.23,Robotics,"Machine Learning, Computer Networks","JavaScript, C",Research Assistant,22 months,"Student Government, Art Club",Yes
5805,2.88,Electrical Engineering,"Computer Networks, Machine Learning","R, C++",Software Developer,8 months,"Student Government, Sports Club, Volunteering",No
5806,2.34,Artificial Intelligence,"Machine Learning, PostgreSQL, Data Structures & Algorithms (DSA), Artificial Intelligence, DevOps",C++,Network Engineer,12 months,"Debating Society, Student Government",No
5807,2.93,Mechanical Engineering,"Computer Networks, Operating Systems, Machine Learning, SQL, Cloud Computing",C++,Data Analyst,13 months,Sports Club,No
5808,3.59,Electrical Engineering,"DevOps, Artificial Intelligence, Cloud Computing, SQL","Java, C, C++",Software Developer,6 months,"Debating Society, Coding Club",No
5809,2.83,Electrical Engineering,"Data Structures & Algorithms (DSA), SQL, Machine Learning, PostgreSQL",JavaScript,Research Assistant,17 months,Coding Club,No
5810,2.67,Computer Engineering,"Operating Systems, PostgreSQL, Data Structures & Algorithms (DSA), Computer Networks","JavaScript, Ruby, C",Network Engineer,21 months,Debating Society,Yes
5811,2.24,Software Engineering,"Cloud Computing, Data Structures & Algorithms (DSA)",C,Software Developer,13 months,Debating Society,No
5812,3.47,Computer Engineering,"Cloud Computing, Operating Systems, Machine Learning, SQL, DevOps","JavaScript, C++, C",Hardware Engineer,12 months,"Coding Club, Debating Society, Art Club",Yes
5813,3.86,Mechanical Engineering,"DevOps, Machine Learning, Web Development, PostgreSQL, Artificial Intelligence",Ruby,Data Analyst,20 months,"Debating Society, Sports Club, Volunteering",Yes
5814,2.22,Robotics,"Web Development, DevOps, Machine Learning, Computer Networks",Python,Systems Engineer,5 months,"Student Government, Debating Society, Sports Club",Yes
5815,2.78,Artificial Intelligence,"Data Structures & Algorithms (DSA), Artificial Intelligence, PostgreSQL",JavaScript,Software Developer,18 months,"Music Club, Student Government, Coding Club",No
5816,3.84,Civil Engineering,"Machine Learning, Operating Systems, Artificial Intelligence, Cloud Computing","JavaScript, Ruby, C++",Systems Engineer,13 months,"Music Club, Debating Society",No
5817,2.25,Information Technology,"Data Structures & Algorithms (DSA), Machine Learning, Artificial Intelligence, PostgreSQL","R, Ruby",Systems Engineer,14 months,"Student Government, Coding Club, Debating Society",Yes
5818,2.7,Data Science,"Operating Systems, Data Structures & Algorithms (DSA), Computer Networks, Artificial Intelligence, Machine Learning","C++, Ruby",Data Analyst,17 months,Art Club,Yes
5819,2.77,Robotics,"SQL, Artificial Intelligence, PostgreSQL","Python, JavaScript, R",Systems Engineer,20 months,Volunteering,No
5820,2.14,Data Science,"Web Development, Cloud Computing, Operating Systems, Data Structures & Algorithms (DSA)","Python, R",Network Engineer,16 months,"Music Club, Student Government, Volunteering",No
5821,3.92,Computer Engineering,"PostgreSQL, Operating Systems","Python, Ruby, C++",Network Engineer,6 months,Student Government,Yes
5822,2.3,Software Engineering,"DevOps, Artificial Intelligence, Cloud Computing","Java, JavaScript",Data Analyst,24 months,"Sports Club, Art Club, Debating Society",No
5823,3.32,Artificial Intelligence,"Artificial Intelligence, PostgreSQL, Operating Systems, Machine Learning, DevOps","C, R",Hardware Engineer,8 months,"Volunteering, Music Club, Debating Society",No
5824,2.18,Data Science,"Operating Systems, Cloud Computing, DevOps, SQL, PostgreSQL",R,Hardware Engineer,3 months,"Coding Club, Debating Society, Volunteering",No
5825,2.55,Software Engineering,"SQL, Machine Learning, Data Structures & Algorithms (DSA)",C,Hardware Engineer,8 months,"Art Club, Volunteering",Yes
5826,2.66,Mechanical Engineering,"Computer Networks, PostgreSQL, Artificial Intelligence, Web Development","Python, R, Ruby",Research Assistant,6 months,"Student Government, Debating Society",No
5827,3.49,Software Engineering,"Cloud Computing, Artificial Intelligence, Machine Learning","R, JavaScript",Data Analyst,8 months,"Art Club, Student Government, Music Club",Yes
5828,3.85,Artificial Intelligence,"Cloud Computing, Operating Systems, DevOps, Computer Networks, Data Structures & Algorithms (DSA)","C++, Ruby",Hardware Engineer,20 months,Student Government,Yes
5829,2.07,Computer Engineering,"Web Development, Artificial Intelligence, SQL","Ruby, C++, Java",Network Engineer,23 months,"Sports Club, Art Club",Yes
5830,2.25,Electrical Engineering,"Machine Learning, DevOps, Cloud Computing",Python,Data Analyst,20 months,"Music Club, Sports Club, Coding Club",Yes
5831,2.84,Artificial Intelligence,"Data Structures & Algorithms (DSA), Machine Learning","Python, R, C",Software Developer,7 months,Music Club,Yes
5832,2.7,Civil Engineering,"Data Structures & Algorithms (DSA), Cloud Computing, PostgreSQL, SQL, Artificial Intelligence",C++,Network Engineer,23 months,"Volunteering, Sports Club",Yes
5833,2.68,Civil Engineering,"Web Development, SQL, Machine Learning, Data Structures & Algorithms (DSA)","Java, R, JavaScript",Research Assistant,7 months,Coding Club,No
5834,2.51,Software Engineering,"Machine Learning, Computer Networks, Artificial Intelligence",C,Research Assistant,19 months,"Student Government, Debating Society",Yes
5835,2.12,Artificial Intelligence,"Machine Learning, Data Structures & Algorithms (DSA), Artificial Intelligence","Python, Ruby, Java",Network Engineer,13 months,"Art Club, Coding Club, Debating Society",No
5836,2.82,Civil Engineering,"PostgreSQL, Cloud Computing",C,Hardware Engineer,21 months,"Volunteering, Sports Club, Art Club",Yes
5837,2.38,Computer Engineering,"Cloud Computing, SQL, Artificial Intelligence, DevOps","Python, R",Research Assistant,21 months,"Music Club, Student Government",No
5838,3.2,Robotics,"Cloud Computing, Data Structures & Algorithms (DSA), Operating Systems, SQL","C, Ruby, Java",Software Developer,13 months,"Music Club, Debating Society, Student Government",Yes
5839,2.17,Chemical Engineering,"Artificial Intelligence, Machine Learning, PostgreSQL, Web Development, Cloud Computing",Ruby,Research Assistant,3 months,"Volunteering, Sports Club",No
5840,2.4,Artificial Intelligence,"PostgreSQL, SQL",R,Network Engineer,18 months,"Student Government, Debating Society, Volunteering",Yes
5841,2.38,Robotics,"Cloud Computing, Artificial Intelligence, DevOps, Operating Systems, Computer Networks","Python, Ruby, C++",Hardware Engineer,14 months,Student Government,No
5842,2.4,Software Engineering,"PostgreSQL, DevOps, Computer Networks, Cloud Computing, Data Structures & Algorithms (DSA)","C, JavaScript",Data Analyst,14 months,"Music Club, Art Club, Sports Club",Yes
5843,3.42,Data Science,"Data Structures & Algorithms (DSA), Machine Learning, Operating Systems, Cloud Computing","JavaScript, R, C",Data Analyst,20 months,Music Club,Yes
5844,2.97,Computer Engineering,"Computer Networks, SQL",C++,Software Developer,23 months,"Sports Club, Art Club, Music Club",Yes
5845,3.66,Civil Engineering,"Data Structures & Algorithms (DSA), Web Development",C,Research Assistant,24 months,"Sports Club, Debating Society",No
5846,3.14,Mechanical Engineering,"DevOps, Artificial Intelligence","Java, R, Ruby",Research Assistant,16 months,"Coding Club, Sports Club",Yes
5847,2.51,Robotics,"Operating Systems, SQL, Cloud Computing, Web Development",JavaScript,Research Assistant,7 months,Student Government,No
5848,2.73,Information Technology,"DevOps, PostgreSQL, Operating Systems, Web Development, Data Structures & Algorithms (DSA)","C++, JavaScript, R",Software Developer,14 months,Art Club,No
5849,2.3,Software Engineering,"Cloud Computing, Computer Networks, PostgreSQL","Python, C",Research Assistant,24 months,"Coding Club, Music Club",No
5850,2.61,Electrical Engineering,"Web Development, Data Structures & Algorithms (DSA), Machine Learning, DevOps",Ruby,Data Analyst,9 months,"Debating Society, Student Government, Art Club",Yes
5851,3.56,Information Technology,"DevOps, Operating Systems, Machine Learning, Web Development","Ruby, C",Software Developer,24 months,"Sports Club, Student Government",No
5852,2.39,Electrical Engineering,"Operating Systems, Cloud Computing, Data Structures & Algorithms (DSA), Artificial Intelligence, Computer Networks","C++, R",Systems Engineer,6 months,Art Club,Yes
5853,2.94,Software Engineering,"Web Development, Cloud Computing","JavaScript, Python",Hardware Engineer,13 months,Coding Club,Yes
5854,2.36,Civil Engineering,"Computer Networks, Web Development, Data Structures & Algorithms (DSA), Machine Learning, Artificial Intelligence","Python, C++",Data Analyst,15 months,"Volunteering, Music Club",Yes
5855,2.56,Artificial Intelligence,"Computer Networks, PostgreSQL, Machine Learning, Web Development, Cloud Computing","Java, Ruby, R",Hardware Engineer,15 months,"Debating Society, Coding Club, Volunteering",Yes
5856,2.66,Robotics,"SQL, DevOps","JavaScript, R, Python",Research Assistant,7 months,"Coding Club, Debating Society",No
5857,3.9,Artificial Intelligence,"SQL, Artificial Intelligence, Operating Systems",C,Network Engineer,20 months,Coding Club,Yes
5858,3.49,Chemical Engineering,"Operating Systems, Data Structures & Algorithms (DSA), Web Development","Ruby, Python",Research Assistant,3 months,"Art Club, Sports Club, Music Club",Yes
5859,2.54,Robotics,"Machine Learning, Data Structures & Algorithms (DSA)","Ruby, Java",Data Analyst,15 months,"Volunteering, Debating Society",Yes
5860,2.39,Information Technology,"PostgreSQL, Artificial Intelligence, SQL","R, Java, C",Data Analyst,10 months,Sports Club,Yes
5861,2.41,Robotics,"Cloud Computing, Operating Systems, DevOps","Java, Ruby",Research Assistant,17 months,"Music Club, Student Government",Yes
5862,2.2,Information Technology,"SQL, DevOps","C, C++",Systems Engineer,20 months,"Music Club, Sports Club",No
5863,2.45,Computer Engineering,"SQL, Cloud Computing","JavaScript, Ruby, C++",Network Engineer,20 months,"Music Club, Debating Society",Yes
5864,2.91,Artificial Intelligence,"Machine Learning, Operating Systems",JavaScript,Hardware Engineer,22 months,"Debating Society, Music Club",No
5865,2.13,Software Engineering,"Data Structures & Algorithms (DSA), DevOps",C,Network Engineer,16 months,"Sports Club, Student Government",No
5866,2.08,Electrical Engineering,"Artificial Intelligence, DevOps",Ruby,Data Analyst,5 months,"Art Club, Music Club, Sports Club",No
5867,2.03,Software Engineering,"DevOps, Data Structures & Algorithms (DSA), Cloud Computing, Operating Systems","Ruby, C, R",Software Developer,3 months,"Art Club, Coding Club",No
5868,3.88,Data Science,"Cloud Computing, Operating Systems, Artificial Intelligence",R,Data Analyst,9 months,Music Club,No
5869,3.81,Electrical Engineering,"PostgreSQL, Operating Systems, Computer Networks, Cloud Computing","JavaScript, C, R",Research Assistant,9 months,Art Club,Yes
5870,3.41,Electrical Engineering,"Data Structures & Algorithms (DSA), Machine Learning, DevOps, SQL, Artificial Intelligence","C++, Python, JavaScript",Systems Engineer,12 months,"Art Club, Coding Club, Sports Club",Yes
5871,3.07,Information Technology,"Data Structures & Algorithms (DSA), Computer Networks, Cloud Computing, SQL, DevOps","C, JavaScript",Hardware Engineer,9 months,"Student Government, Volunteering",No
5872,3.0,Chemical Engineering,"Data Structures & Algorithms (DSA), Artificial Intelligence, DevOps, SQL","Ruby, C++, Python",Hardware Engineer,10 months,Volunteering,Yes
5873,2.85,Data Science,"Cloud Computing, Data Structures & Algorithms (DSA)","C++, C, JavaScript",Research Assistant,12 months,"Student Government, Debating Society",Yes
5874,3.15,Data Science,"Machine Learning, Data Structures & Algorithms (DSA), Web Development, SQL, Computer Networks","Python, Java, C",Research Assistant,10 months,Coding Club,Yes
5875,3.34,Software Engineering,"Web Development, Machine Learning, Operating Systems, PostgreSQL","Python, C",Software Developer,9 months,"Art Club, Coding Club, Volunteering",Yes
5876,2.79,Robotics,"Machine Learning, DevOps, Artificial Intelligence, Computer Networks, PostgreSQL","C++, R, Ruby",Systems Engineer,20 months,Volunteering,No
5877,2.11,Software Engineering,"Artificial Intelligence, Cloud Computing, DevOps, PostgreSQL, Machine Learning",Python,Network Engineer,16 months,"Volunteering, Sports Club, Debating Society",No
5878,2.61,Software Engineering,"PostgreSQL, SQL",Ruby,Research Assistant,5 months,"Volunteering, Music Club, Sports Club",No
5879,3.58,Robotics,"SQL, DevOps, Computer Networks, Data Structures & Algorithms (DSA), Artificial Intelligence","Ruby, Python, Java",Software Developer,20 months,"Debating Society, Volunteering, Student Government",No
5880,3.28,Electrical Engineering,"Artificial Intelligence, SQL, Machine Learning",C++,Research Assistant,19 months,Volunteering,No
5881,2.68,Information Technology,"Data Structures & Algorithms (DSA), Machine Learning, SQL, DevOps, Artificial Intelligence",C,Systems Engineer,3 months,"Art Club, Coding Club",Yes
5882,3.92,Mechanical Engineering,"SQL, Cloud Computing",Ruby,Network Engineer,16 months,"Volunteering, Sports Club",No
5883,3.38,Civil Engineering,"PostgreSQL, Artificial Intelligence, Computer Networks, DevOps","R, C++, Ruby",Research Assistant,10 months,"Volunteering, Music Club, Sports Club",No
5884,2.9,Software Engineering,"Operating Systems, Machine Learning, PostgreSQL",Python,Systems Engineer,8 months,"Music Club, Sports Club",No
5885,3.77,Computer Engineering,"Cloud Computing, Web Development, DevOps, Data Structures & Algorithms (DSA)",C++,Hardware Engineer,12 months,"Sports Club, Volunteering, Art Club",Yes
5886,3.53,Civil Engineering,"Operating Systems, Artificial Intelligence, Machine Learning, Cloud Computing","Python, Java",Hardware Engineer,20 months,"Coding Club, Art Club",Yes
5887,3.03,Electrical Engineering,"DevOps, Artificial Intelligence, SQL","R, C, C++",Systems Engineer,13 months,"Coding Club, Student Government, Music Club",Yes
5888,2.66,Chemical Engineering,"DevOps, PostgreSQL, Machine Learning",Java,Hardware Engineer,16 months,"Coding Club, Music Club",No
5889,2.52,Data Science,"Artificial Intelligence, Machine Learning","C, R",Systems Engineer,16 months,"Debating Society, Music Club",No
5890,3.21,Civil Engineering,"Artificial Intelligence, SQL, PostgreSQL, Operating Systems, Cloud Computing","C, Ruby, Java",Systems Engineer,3 months,"Volunteering, Debating Society, Music Club",Yes
5891,3.55,Chemical Engineering,"Web Development, PostgreSQL",R,Network Engineer,21 months,"Art Club, Sports Club",Yes
5892,2.42,Civil Engineering,"Artificial Intelligence, SQL",Python,Systems Engineer,21 months,"Student Government, Music Club",Yes
5893,3.89,Mechanical Engineering,"PostgreSQL, DevOps, Operating Systems, Artificial Intelligence, Machine Learning","C, JavaScript",Systems Engineer,20 months,"Student Government, Art Club",Yes
5894,3.84,Chemical Engineering,"Web Development, Operating Systems, DevOps, SQL",Python,Hardware Engineer,11 months,"Sports Club, Student Government, Debating Society",No
5895,3.7,Data Science,"Machine Learning, DevOps","C++, JavaScript, Java",Software Developer,14 months,"Art Club, Music Club",Yes
5896,3.08,Civil Engineering,"Cloud Computing, Web Development, Computer Networks",JavaScript,Systems Engineer,15 months,"Coding Club, Debating Society, Volunteering",No
5897,3.83,Information Technology,"Cloud Computing, DevOps, SQL","R, C++, Python",Research Assistant,11 months,Coding Club,Yes
5898,3.52,Artificial Intelligence,"PostgreSQL, Computer Networks","C++, C, Ruby",Data Analyst,20 months,"Music Club, Sports Club, Volunteering",No
5899,2.47,Information Technology,"Operating Systems, Computer Networks, Web Development, DevOps, SQL",C++,Data Analyst,16 months,"Art Club, Coding Club",No
5900,3.52,Electrical Engineering,"PostgreSQL, DevOps, Operating Systems","Java, JavaScript",Network Engineer,8 months,"Debating Society, Music Club",No
5901,3.1,Chemical Engineering,"Artificial Intelligence, Data Structures & Algorithms (DSA), DevOps, Web Development, Operating Systems",R,Systems Engineer,21 months,"Coding Club, Sports Club",Yes
5902,3.81,Electrical Engineering,"Artificial Intelligence, DevOps, PostgreSQL, Machine Learning, Operating Systems","JavaScript, C, R",Network Engineer,16 months,"Coding Club, Volunteering",Yes
5903,3.78,Artificial Intelligence,"Artificial Intelligence, Cloud Computing, Data Structures & Algorithms (DSA)","Ruby, C++, C",Research Assistant,7 months,Volunteering,Yes
5904,3.41,Data Science,"DevOps, Cloud Computing","C, Python",Network Engineer,20 months,"Student Government, Debating Society, Coding Club",Yes
5905,2.14,Robotics,"Web Development, Cloud Computing",C,Network Engineer,21 months,"Volunteering, Student Government, Debating Society",No
5906,3.01,Robotics,"Machine Learning, Operating Systems","JavaScript, Ruby",Network Engineer,21 months,"Volunteering, Sports Club, Coding Club",Yes
5907,3.01,Data Science,"Cloud Computing, Computer Networks, Operating Systems, DevOps, Machine Learning",Python,Network Engineer,12 months,Music Club,Yes
5908,2.4,Data Science,"Web Development, SQL, Cloud Computing","C++, R",Network Engineer,10 months,"Debating Society, Sports Club, Volunteering",Yes
5909,2.61,Artificial Intelligence,"Operating Systems, Computer Networks","R, C++, Java",Network Engineer,13 months,"Debating Society, Coding Club",No
5910,3.22,Chemical Engineering,"Artificial Intelligence, DevOps, Web Development, Machine Learning, Data Structures & Algorithms (DSA)",C,Research Assistant,5 months,Art Club,No
5911,3.57,Chemical Engineering,"SQL, Web Development, Artificial Intelligence",C++,Data Analyst,11 months,Music Club,Yes
5912,3.17,Artificial Intelligence,"Web Development, SQL, PostgreSQL, Data Structures & Algorithms (DSA)",R,Data Analyst,3 months,"Debating Society, Volunteering, Coding Club",No
5913,3.54,Chemical Engineering,"SQL, Artificial Intelligence","JavaScript, Python, R",Network Engineer,15 months,"Art Club, Sports Club, Debating Society",No
5914,3.85,Robotics,"Operating Systems, PostgreSQL, Machine Learning",Ruby,Hardware Engineer,6 months,Sports Club,Yes
5915,2.66,Data Science,"Cloud Computing, SQL, Machine Learning","Ruby, C, Java",Hardware Engineer,14 months,"Art Club, Coding Club",No
5916,2.72,Electrical Engineering,"Operating Systems, Computer Networks, Machine Learning, Cloud Computing, Web Development",Java,Hardware Engineer,19 months,Student Government,No
5917,3.4,Chemical Engineering,"SQL, PostgreSQL, Computer Networks, Web Development","Java, JavaScript, R",Data Analyst,17 months,"Art Club, Debating Society",No
5918,3.61,Software Engineering,"Artificial Intelligence, Data Structures & Algorithms (DSA)","R, Python, C",Network Engineer,8 months,Coding Club,Yes
5919,3.34,Chemical Engineering,"Web Development, Data Structures & Algorithms (DSA), PostgreSQL, Artificial Intelligence, Machine Learning","Java, Ruby, Python",Systems Engineer,11 months,Art Club,Yes
5920,2.76,Artificial Intelligence,"Machine Learning, Computer Networks, DevOps",C++,Systems Engineer,22 months,"Volunteering, Coding Club, Student Government",No
5921,2.69,Mechanical Engineering,"Data Structures & Algorithms (DSA), Operating Systems, Cloud Computing, Web Development","Java, JavaScript, C++",Hardware Engineer,19 months,Art Club,Yes
5922,3.6,Mechanical Engineering,"SQL, Machine Learning, PostgreSQL",R,Hardware Engineer,22 months,"Coding Club, Sports Club",No
5923,3.01,Mechanical Engineering,"Artificial Intelligence, Data Structures & Algorithms (DSA), Machine Learning","Python, Java",Research Assistant,15 months,"Volunteering, Coding Club",No
5924,2.39,Computer Engineering,"PostgreSQL, Web Development",C++,Hardware Engineer,21 months,"Debating Society, Art Club, Volunteering",Yes
5925,2.93,Software Engineering,"Computer Networks, Data Structures & Algorithms (DSA), Operating Systems, PostgreSQL, Cloud Computing",C++,Software Developer,17 months,Sports Club,Yes
5926,3.8,Civil Engineering,"Artificial Intelligence, DevOps, Operating Systems, SQL","Python, C++",Network Engineer,5 months,"Volunteering, Student Government",No
5927,2.38,Electrical Engineering,"Operating Systems, Web Development, DevOps, Machine Learning","C, C++",Systems Engineer,17 months,"Debating Society, Art Club",Yes
5928,3.46,Mechanical Engineering,"Cloud Computing, Artificial Intelligence, Computer Networks, Operating Systems","C++, Python",Software Developer,15 months,"Volunteering, Debating Society",No
5929,3.47,Mechanical Engineering,"Operating Systems, Cloud Computing, Artificial Intelligence",R,Network Engineer,21 months,"Student Government, Sports Club, Debating Society",Yes
5930,3.8,Artificial Intelligence,"DevOps, Cloud Computing","C++, R",Network Engineer,3 months,Art Club,No
5931,2.79,Civil Engineering,"Operating Systems, Artificial Intelligence, Machine Learning, Web Development","Python, C",Hardware Engineer,8 months,Sports Club,Yes
5932,3.62,Information Technology,"Artificial Intelligence, Data Structures & Algorithms (DSA)",Ruby,Systems Engineer,15 months,"Volunteering, Music Club, Debating Society",No
5933,3.47,Artificial Intelligence,"Web Development, Computer Networks, PostgreSQL, Data Structures & Algorithms (DSA), Operating Systems","Java, C++",Research Assistant,19 months,"Art Club, Sports Club",No
5934,3.85,Chemical Engineering,"Computer Networks, Machine Learning","Ruby, C++, JavaScript",Hardware Engineer,16 months,Debating Society,No
5935,3.46,Chemical Engineering,"SQL, Cloud Computing, Artificial Intelligence, Web Development",C++,Hardware Engineer,14 months,Student Government,Yes
5936,3.64,Robotics,"Cloud Computing, Computer Networks, Artificial Intelligence","JavaScript, Ruby",Hardware Engineer,20 months,Sports Club,Yes
5937,3.75,Electrical Engineering,"Data Structures & Algorithms (DSA), Computer Networks, PostgreSQL","R, JavaScript, C",Research Assistant,16 months,Volunteering,No
5938,2.49,Computer Engineering,"DevOps, Machine Learning, Artificial Intelligence, Web Development, Computer Networks",Python,Systems Engineer,13 months,"Volunteering, Debating Society, Student Government",No
5939,3.72,Software Engineering,"Computer Networks, Cloud Computing, PostgreSQL, SQL","JavaScript, Java, Ruby",Hardware Engineer,20 months,Volunteering,No
5940,2.64,Electrical Engineering,"Artificial Intelligence, Machine Learning, Computer Networks",Java,Research Assistant,7 months,"Coding Club, Debating Society",No
5941,3.12,Robotics,"Artificial Intelligence, Machine Learning",C,Software Developer,20 months,Art Club,No
5942,2.93,Chemical Engineering,"Artificial Intelligence, Machine Learning, PostgreSQL","C++, Ruby, R",Software Developer,13 months,"Student Government, Debating Society, Sports Club",No
5943,2.34,Software Engineering,"DevOps, Operating Systems","Java, Python, R",Systems Engineer,22 months,"Student Government, Volunteering",No
5944,3.88,Civil Engineering,"PostgreSQL, Operating Systems, Web Development, SQL","JavaScript, C++",Systems Engineer,13 months,"Volunteering, Music Club",No
5945,3.83,Chemical Engineering,"Computer Networks, SQL, Cloud Computing","Python, JavaScript, Java",Research Assistant,3 months,"Music Club, Debating Society",Yes
5946,3.34,Robotics,"Data Structures & Algorithms (DSA), Cloud Computing, Operating Systems",Java,Research Assistant,12 months,"Volunteering, Coding Club, Art Club",Yes
5947,3.71,Mechanical Engineering,"Web Development, PostgreSQL","Python, C",Software Developer,3 months,"Music Club, Art Club, Debating Society",Yes
5948,2.59,Mechanical Engineering,"Data Structures & Algorithms (DSA), PostgreSQL, Computer Networks, SQL",C++,Software Developer,22 months,Volunteering,Yes
5949,2.94,Artificial Intelligence,"Web Development, Operating Systems, SQL, Artificial Intelligence, DevOps",C,Research Assistant,19 months,"Music Club, Coding Club",Yes
5950,3.84,Civil Engineering,"DevOps, Cloud Computing, Data Structures & Algorithms (DSA), SQL","C++, Java, JavaScript",Hardware Engineer,10 months,Debating Society,Yes
5951,3.85,Data Science,"Web Development, Artificial Intelligence, Computer Networks",Python,Systems Engineer,14 months,Student Government,Yes
5952,3.81,Mechanical Engineering,"Cloud Computing, PostgreSQL, Artificial Intelligence, Operating Systems, SQL",Python,Network Engineer,19 months,"Sports Club, Student Government, Coding Club",Yes
5953,2.23,Software Engineering,"Data Structures & Algorithms (DSA), Artificial Intelligence, Operating Systems","Java, C++, C",Data Analyst,6 months,"Sports Club, Debating Society",No
5954,2.55,Robotics,"Cloud Computing, Web Development, Artificial Intelligence, DevOps, Computer Networks","Python, Java, JavaScript",Network Engineer,5 months,"Coding Club, Student Government, Art Club",No
5955,3.28,Computer Engineering,"Operating Systems, Artificial Intelligence, PostgreSQL, Data Structures & Algorithms (DSA), Machine Learning",JavaScript,Research Assistant,4 months,"Volunteering, Debating Society",Yes
5956,2.98,Mechanical Engineering,"Computer Networks, PostgreSQL, Data Structures & Algorithms (DSA), DevOps",C++,Network Engineer,23 months,"Debating Society, Art Club, Volunteering",No
5957,2.9,Computer Engineering,"Artificial Intelligence, Web Development, SQL, Cloud Computing, Machine Learning","Java, R, Ruby",Data Analyst,3 months,Art Club,Yes
5958,2.52,Software Engineering,"Machine Learning, Computer Networks, Operating Systems","Python, R, Java",Hardware Engineer,9 months,"Sports Club, Volunteering, Music Club",Yes
5959,2.43,Computer Engineering,"Data Structures & Algorithms (DSA), Computer Networks","C++, Java",Systems Engineer,9 months,"Volunteering, Student Government, Sports Club",No
5960,3.25,Chemical Engineering,"Web Development, SQL, Operating Systems",Java,Software Developer,14 months,"Coding Club, Art Club, Volunteering",No
5961,2.76,Robotics,"Artificial Intelligence, Cloud Computing, Web Development, Computer Networks","R, Java",Hardware Engineer,24 months,Volunteering,Yes
5962,3.73,Artificial Intelligence,"PostgreSQL, Artificial Intelligence, Web Development, SQL, Cloud Computing",C++,Software Developer,6 months,Coding Club,No
5963,2.18,Data Science,"Machine Learning, Web Development, Operating Systems","Python, Ruby",Hardware Engineer,18 months,"Coding Club, Music Club",No
5964,2.07,Robotics,"Cloud Computing, Operating Systems, DevOps",C,Network Engineer,4 months,"Music Club, Volunteering, Student Government",No
5965,3.45,Software Engineering,"Artificial Intelligence, Data Structures & Algorithms (DSA), Operating Systems, Machine Learning, DevOps","C++, Python, Ruby",Hardware Engineer,3 months,Debating Society,Yes
5966,3.56,Mechanical Engineering,"Cloud Computing, Artificial Intelligence, SQL","Ruby, C",Data Analyst,24 months,"Student Government, Volunteering, Sports Club",Yes
5967,3.28,Artificial Intelligence,"SQL, Machine Learning, Artificial Intelligence, Web Development","Java, C, JavaScript",Network Engineer,10 months,Art Club,No
5968,3.54,Mechanical Engineering,"Operating Systems, Computer Networks, PostgreSQL",R,Data Analyst,16 months,Art Club,No
5969,2.51,Information Technology,"Operating Systems, Machine Learning, DevOps, Web Development",R,Research Assistant,3 months,"Music Club, Student Government",Yes
5970,2.85,Chemical Engineering,"Computer Networks, PostgreSQL, Machine Learning",Java,Hardware Engineer,13 months,"Coding Club, Debating Society",Yes
5971,3.15,Mechanical Engineering,"Cloud Computing, SQL, PostgreSQL",Python,Software Developer,9 months,"Art Club, Student Government",Yes
5972,3.25,Software Engineering,"DevOps, Data Structures & Algorithms (DSA), PostgreSQL","JavaScript, Python",Data Analyst,18 months,Art Club,No
5973,2.11,Data Science,"Cloud Computing, Machine Learning, Artificial Intelligence, SQL",R,Systems Engineer,3 months,Music Club,No
5974,2.73,Software Engineering,"Computer Networks, Artificial Intelligence",Python,Systems Engineer,24 months,"Sports Club, Art Club, Debating Society",Yes
5975,3.27,Software Engineering,"Artificial Intelligence, Machine Learning, Web Development, Computer Networks","JavaScript, R",Systems Engineer,4 months,"Debating Society, Music Club",No
5976,3.4,Information Technology,"Artificial Intelligence, Machine Learning",JavaScript,Software Developer,22 months,Coding Club,No
5977,2.82,Civil Engineering,"SQL, Artificial Intelligence, DevOps","R, Python, C",Hardware Engineer,15 months,"Art Club, Coding Club",Yes
5978,3.85,Electrical Engineering,"Artificial Intelligence, Operating Systems","C, C++",Software Developer,18 months,"Debating Society, Art Club, Volunteering",No
5979,3.27,Computer Engineering,"Data Structures & Algorithms (DSA), PostgreSQL, DevOps, Machine Learning, Web Development","Ruby, C, C++",Systems Engineer,15 months,"Volunteering, Coding Club, Student Government",Yes
5980,3.08,Computer Engineering,"Operating Systems, Machine Learning, DevOps, SQL","JavaScript, Python, Java",Network Engineer,8 months,Volunteering,No
